text,label
symptoms include fruit rot on leaves,Mango Anthracnose
plant leaves show black lesions,Mango Anthracnose
leaves have fruit rot,Mango Anthracnose
clear signs of fruit rot,Mango Anthracnose
plant leaves show fruit rot,Mango Anthracnose
leaves have fruit rot,Mango Anthracnose
symptoms include fruit rot on leaves,Mango Anthracnose
symptoms include fruit rot on leaves,Mango Anthracnose
plant leaves show black lesions,Mango Anthracnose
clear signs of black lesions,Mango Anthracnose
leaf showing fruit rot symptoms,Mango Anthracnose
leaf showing fruit rot symptoms,Mango Anthracnose
plant leaves show black lesions,Mango Anthracnose
leaves have fruit rot,Mango Anthracnose
clear signs of black lesions,Mango Anthracnose
leaf showing black lesions symptoms,Mango Anthracnose
visible black lesions on plant leaves,Mango Anthracnose
leaves have black lesions,Mango Anthracnose
plant leaves show black lesions,Mango Anthracnose
plant leaves show fruit rot,Mango Anthracnose
leaf showing black lesions symptoms,Mango Anthracnose
plant affected with black lesions,Mango Anthracnose
plant leaves show black lesions,Mango Anthracnose
visible black lesions on plant leaves,Mango Anthracnose
leaves have fruit rot,Mango Anthracnose
plant affected with black lesions,Mango Anthracnose
plant affected with fruit rot,Mango Anthracnose
symptoms include fruit rot on leaves,Mango Anthracnose
visible fruit rot on plant leaves,Mango Anthracnose
leaves have fruit rot,Mango Anthracnose
clear signs of fruit rot,Mango Anthracnose
visible fruit rot on plant leaves,Mango Anthracnose
symptoms include fruit rot on leaves,Mango Anthracnose
plant affected with fruit rot,Mango Anthracnose
visible black lesions on plant leaves,Mango Anthracnose
clear signs of angular spots,Cucumber Downy Mildew
leaf showing angular spots symptoms,Cucumber Downy Mildew
leaves have yellow patches,Cucumber Downy Mildew
visible angular spots on plant leaves,Cucumber Downy Mildew
plant affected with angular spots,Cucumber Downy Mildew
plant affected with yellow patches,Cucumber Downy Mildew
visible angular spots on plant leaves,Cucumber Downy Mildew
plant leaves show yellow patches,Cucumber Downy Mildew
plant leaves show angular spots,Cucumber Downy Mildew
plant leaves show angular spots,Cucumber Downy Mildew
plant affected with yellow patches,Cucumber Downy Mildew
symptoms include angular spots on leaves,Cucumber Downy Mildew
plant affected with angular spots,Cucumber Downy Mildew
leaf showing yellow patches symptoms,Cucumber Downy Mildew
symptoms include angular spots on leaves,Cucumber Downy Mildew
plant leaves show yellow patches,Cucumber Downy Mildew
visible yellow patches on plant leaves,Cucumber Downy Mildew
leaf showing angular spots symptoms,Cucumber Downy Mildew
plant affected with yellow patches,Cucumber Downy Mildew
leaves have yellow patches,Cucumber Downy Mildew
plant leaves show angular spots,Cucumber Downy Mildew
leaves have angular spots,Cucumber Downy Mildew
leaf showing yellow patches symptoms,Cucumber Downy Mildew
clear signs of yellow patches,Cucumber Downy Mildew
plant affected with yellow patches,Cucumber Downy Mildew
symptoms include yellow patches on leaves,Cucumber Downy Mildew
symptoms include yellow patches on leaves,Cucumber Downy Mildew
leaf showing yellow patches symptoms,Cucumber Downy Mildew
leaf showing angular spots symptoms,Cucumber Downy Mildew
leaf showing angular spots symptoms,Cucumber Downy Mildew
clear signs of yellow patches,Cucumber Downy Mildew
leaves have yellow patches,Cucumber Downy Mildew
plant affected with angular spots,Cucumber Downy Mildew
visible angular spots on plant leaves,Cucumber Downy Mildew
visible angular spots on plant leaves,Cucumber Downy Mildew
symptoms include angular spots on leaves,Cucumber Downy Mildew
plant affected with yellow patches,Cucumber Downy Mildew
plant leaves show yellow patches,Cucumber Downy Mildew
clear signs of yellow patches,Cucumber Downy Mildew
plant leaves show angular spots,Cucumber Downy Mildew
leaves have angular spots,Cucumber Downy Mildew
plant leaves show angular spots,Cucumber Downy Mildew
plant affected with yellow patches,Cucumber Downy Mildew
symptoms include yellow patches on leaves,Cucumber Downy Mildew
leaf showing angular spots symptoms,Cucumber Downy Mildew
leaf showing yellow patches symptoms,Cucumber Downy Mildew
plant affected with angular spots,Cucumber Downy Mildew
visible yellow patches on plant leaves,Cucumber Downy Mildew
plant leaves show angular spots,Cucumber Downy Mildew
clear signs of angular spots,Cucumber Downy Mildew
leaves have red spots,Strawberry Leaf Scorch
leaf showing leaf burn symptoms,Strawberry Leaf Scorch
symptoms include leaf burn on leaves,Strawberry Leaf Scorch
plant leaves show leaf burn,Strawberry Leaf Scorch
leaves have leaf burn,Strawberry Leaf Scorch
plant affected with leaf burn,Strawberry Leaf Scorch
leaves have red spots,Strawberry Leaf Scorch
leaf showing red spots symptoms,Strawberry Leaf Scorch
plant leaves show leaf burn,Strawberry Leaf Scorch
plant leaves show leaf burn,Strawberry Leaf Scorch
visible leaf burn on plant leaves,Strawberry Leaf Scorch
symptoms include leaf burn on leaves,Strawberry Leaf Scorch
plant affected with leaf burn,Strawberry Leaf Scorch
leaves have leaf burn,Strawberry Leaf Scorch
leaf showing leaf burn symptoms,Strawberry Leaf Scorch
leaf showing red spots symptoms,Strawberry Leaf Scorch
leaves have leaf burn,Strawberry Leaf Scorch
symptoms include red spots on leaves,Strawberry Leaf Scorch
plant affected with red spots,Strawberry Leaf Scorch
plant leaves show leaf burn,Strawberry Leaf Scorch
visible red spots on plant leaves,Strawberry Leaf Scorch
leaf showing red spots symptoms,Strawberry Leaf Scorch
leaves have red spots,Strawberry Leaf Scorch
plant affected with leaf burn,Strawberry Leaf Scorch
plant affected with red spots,Strawberry Leaf Scorch
leaf showing leaf burn symptoms,Strawberry Leaf Scorch
plant leaves show leaf burn,Strawberry Leaf Scorch
plant leaves show leaf burn,Strawberry Leaf Scorch
visible leaf burn on plant leaves,Strawberry Leaf Scorch
plant leaves show leaf burn,Strawberry Leaf Scorch
symptoms include leaf burn on leaves,Strawberry Leaf Scorch
visible leaf burn on plant leaves,Strawberry Leaf Scorch
plant leaves show leaf burn,Strawberry Leaf Scorch
clear signs of leaf burn,Strawberry Leaf Scorch
symptoms include leaf burn on leaves,Strawberry Leaf Scorch
visible leaf burn on plant leaves,Strawberry Leaf Scorch
plant affected with red spots,Strawberry Leaf Scorch
plant affected with leaf burn,Strawberry Leaf Scorch
leaves have red spots,Strawberry Leaf Scorch
leaves have red spots,Strawberry Leaf Scorch
plant leaves show red spots,Strawberry Leaf Scorch
leaves have leaf burn,Strawberry Leaf Scorch
leaves have red spots,Strawberry Leaf Scorch
leaves have leaf burn,Strawberry Leaf Scorch
visible red spots on plant leaves,Strawberry Leaf Scorch
plant affected with leaf burn,Strawberry Leaf Scorch
leaf showing leaf burn symptoms,Strawberry Leaf Scorch
leaves have leaf burn,Strawberry Leaf Scorch
visible red spots on plant leaves,Strawberry Leaf Scorch
plant affected with red spots,Strawberry Leaf Scorch
plant affected with rust spots,Soybean Rust
plant affected with leaf discoloration,Soybean Rust
visible rust spots on plant leaves,Soybean Rust
leaves have rust spots,Soybean Rust
plant affected with leaf discoloration,Soybean Rust
visible leaf discoloration on plant leaves,Soybean Rust
symptoms include rust spots on leaves,Soybean Rust
symptoms include leaf discoloration on leaves,Soybean Rust
leaf showing rust spots symptoms,Soybean Rust
plant affected with rust spots,Soybean Rust
leaves have leaf discoloration,Soybean Rust
leaf showing rust spots symptoms,Soybean Rust
leaves have rust spots,Soybean Rust
clear signs of leaf discoloration,Soybean Rust
leaves have rust spots,Soybean Rust
visible leaf discoloration on plant leaves,Soybean Rust
symptoms include leaf discoloration on leaves,Soybean Rust
symptoms include leaf discoloration on leaves,Soybean Rust
visible leaf discoloration on plant leaves,Soybean Rust
plant leaves show leaf discoloration,Soybean Rust
symptoms include leaf discoloration on leaves,Soybean Rust
clear signs of rust spots,Soybean Rust
leaf showing rust spots symptoms,Soybean Rust
visible leaf discoloration on plant leaves,Soybean Rust
symptoms include rust spots on leaves,Soybean Rust
plant leaves show rust spots,Soybean Rust
symptoms include rust spots on leaves,Soybean Rust
clear signs of rust spots,Soybean Rust
leaf showing rust spots symptoms,Soybean Rust
symptoms include leaf discoloration on leaves,Soybean Rust
visible leaf discoloration on plant leaves,Soybean Rust
plant leaves show rust spots,Soybean Rust
leaves have rust spots,Soybean Rust
plant affected with rust spots,Soybean Rust
leaf showing rust spots symptoms,Soybean Rust
clear signs of leaf discoloration,Soybean Rust
visible rust spots on plant leaves,Soybean Rust
leaves have leaf discoloration,Soybean Rust
symptoms include leaf discoloration on leaves,Soybean Rust
visible leaf discoloration on plant leaves,Soybean Rust
leaves have rust spots,Soybean Rust
leaf showing rust spots symptoms,Soybean Rust
leaves have rust spots,Soybean Rust
plant leaves show rust spots,Soybean Rust
visible rust spots on plant leaves,Soybean Rust
plant affected with rust spots,Soybean Rust
visible rust spots on plant leaves,Soybean Rust
plant leaves show rust spots,Soybean Rust
leaves have leaf discoloration,Soybean Rust
visible leaf discoloration on plant leaves,Soybean Rust
visible leaf drop on plant leaves,Coffee Leaf Rust
plant leaves show orange spots,Coffee Leaf Rust
clear signs of orange spots,Coffee Leaf Rust
clear signs of leaf drop,Coffee Leaf Rust
symptoms include leaf drop on leaves,Coffee Leaf Rust
plant leaves show leaf drop,Coffee Leaf Rust
leaves have leaf drop,Coffee Leaf Rust
leaves have orange spots,Coffee Leaf Rust
symptoms include orange spots on leaves,Coffee Leaf Rust
clear signs of orange spots,Coffee Leaf Rust
plant leaves show leaf drop,Coffee Leaf Rust
clear signs of orange spots,Coffee Leaf Rust
plant leaves show orange spots,Coffee Leaf Rust
clear signs of leaf drop,Coffee Leaf Rust
plant leaves show leaf drop,Coffee Leaf Rust
symptoms include leaf drop on leaves,Coffee Leaf Rust
symptoms include orange spots on leaves,Coffee Leaf Rust
clear signs of orange spots,Coffee Leaf Rust
visible orange spots on plant leaves,Coffee Leaf Rust
symptoms include leaf drop on leaves,Coffee Leaf Rust
leaf showing orange spots symptoms,Coffee Leaf Rust
plant leaves show orange spots,Coffee Leaf Rust
leaves have orange spots,Coffee Leaf Rust
plant affected with leaf drop,Coffee Leaf Rust
leaves have leaf drop,Coffee Leaf Rust
leaf showing leaf drop symptoms,Coffee Leaf Rust
leaf showing leaf drop symptoms,Coffee Leaf Rust
leaves have leaf drop,Coffee Leaf Rust
plant leaves show orange spots,Coffee Leaf Rust
leaf showing orange spots symptoms,Coffee Leaf Rust
plant affected with orange spots,Coffee Leaf Rust
leaves have orange spots,Coffee Leaf Rust
plant affected with leaf drop,Coffee Leaf Rust
clear signs of orange spots,Coffee Leaf Rust
plant leaves show leaf drop,Coffee Leaf Rust
visible orange spots on plant leaves,Coffee Leaf Rust
clear signs of leaf drop,Coffee Leaf Rust
symptoms include leaf drop on leaves,Coffee Leaf Rust
plant affected with leaf drop,Coffee Leaf Rust
visible orange spots on plant leaves,Coffee Leaf Rust
plant affected with orange spots,Coffee Leaf Rust
plant affected with leaf drop,Coffee Leaf Rust
plant affected with leaf drop,Coffee Leaf Rust
plant leaves show orange spots,Coffee Leaf Rust
plant leaves show leaf drop,Coffee Leaf Rust
clear signs of orange spots,Coffee Leaf Rust
plant leaves show leaf drop,Coffee Leaf Rust
visible leaf drop on plant leaves,Coffee Leaf Rust
visible leaf drop on plant leaves,Coffee Leaf Rust
clear signs of orange spots,Coffee Leaf Rust
plant affected with yellowing,Chili Leaf Curl Virus
clear signs of leaf curling,Chili Leaf Curl Virus
plant leaves show yellowing,Chili Leaf Curl Virus
plant leaves show leaf curling,Chili Leaf Curl Virus
plant leaves show yellowing,Chili Leaf Curl Virus
clear signs of leaf curling,Chili Leaf Curl Virus
leaves have yellowing,Chili Leaf Curl Virus
clear signs of leaf curling,Chili Leaf Curl Virus
plant leaves show leaf curling,Chili Leaf Curl Virus
visible yellowing on plant leaves,Chili Leaf Curl Virus
leaves have leaf curling,Chili Leaf Curl Virus
plant affected with leaf curling,Chili Leaf Curl Virus
leaf showing yellowing symptoms,Chili Leaf Curl Virus
plant affected with leaf curling,Chili Leaf Curl Virus
visible leaf curling on plant leaves,Chili Leaf Curl Virus
plant leaves show yellowing,Chili Leaf Curl Virus
leaves have leaf curling,Chili Leaf Curl Virus
plant affected with leaf curling,Chili Leaf Curl Virus
clear signs of leaf curling,Chili Leaf Curl Virus
clear signs of yellowing,Chili Leaf Curl Virus
plant affected with yellowing,Chili Leaf Curl Virus
leaves have yellowing,Chili Leaf Curl Virus
leaves have leaf curling,Chili Leaf Curl Virus
symptoms include yellowing on leaves,Chili Leaf Curl Virus
plant affected with leaf curling,Chili Leaf Curl Virus
clear signs of leaf curling,Chili Leaf Curl Virus
leaves have yellowing,Chili Leaf Curl Virus
leaf showing leaf curling symptoms,Chili Leaf Curl Virus
visible leaf curling on plant leaves,Chili Leaf Curl Virus
plant leaves show yellowing,Chili Leaf Curl Virus
leaf showing yellowing symptoms,Chili Leaf Curl Virus
plant leaves show yellowing,Chili Leaf Curl Virus
plant affected with yellowing,Chili Leaf Curl Virus
leaves have yellowing,Chili Leaf Curl Virus
leaf showing leaf curling symptoms,Chili Leaf Curl Virus
symptoms include yellowing on leaves,Chili Leaf Curl Virus
symptoms include yellowing on leaves,Chili Leaf Curl Virus
visible leaf curling on plant leaves,Chili Leaf Curl Virus
leaf showing leaf curling symptoms,Chili Leaf Curl Virus
leaves have yellowing,Chili Leaf Curl Virus
symptoms include yellowing on leaves,Chili Leaf Curl Virus
symptoms include yellowing on leaves,Chili Leaf Curl Virus
visible yellowing on plant leaves,Chili Leaf Curl Virus
leaves have yellowing,Chili Leaf Curl Virus
plant affected with yellowing,Chili Leaf Curl Virus
leaf showing leaf curling symptoms,Chili Leaf Curl Virus
clear signs of yellowing,Chili Leaf Curl Virus
visible yellowing on plant leaves,Chili Leaf Curl Virus
leaf showing leaf curling symptoms,Chili Leaf Curl Virus
plant leaves show yellowing,Chili Leaf Curl Virus
visible distortion on plant leaves,Cotton Leaf Curl Virus
plant leaves show leaf curl,Cotton Leaf Curl Virus
leaves have leaf curl,Cotton Leaf Curl Virus
leaves have distortion,Cotton Leaf Curl Virus
symptoms include distortion on leaves,Cotton Leaf Curl Virus
plant leaves show leaf curl,Cotton Leaf Curl Virus
clear signs of leaf curl,Cotton Leaf Curl Virus
leaves have distortion,Cotton Leaf Curl Virus
clear signs of leaf curl,Cotton Leaf Curl Virus
plant affected with distortion,Cotton Leaf Curl Virus
symptoms include distortion on leaves,Cotton Leaf Curl Virus
plant leaves show distortion,Cotton Leaf Curl Virus
symptoms include leaf curl on leaves,Cotton Leaf Curl Virus
visible distortion on plant leaves,Cotton Leaf Curl Virus
plant leaves show leaf curl,Cotton Leaf Curl Virus
clear signs of distortion,Cotton Leaf Curl Virus
plant affected with leaf curl,Cotton Leaf Curl Virus
clear signs of distortion,Cotton Leaf Curl Virus
symptoms include leaf curl on leaves,Cotton Leaf Curl Virus
plant leaves show distortion,Cotton Leaf Curl Virus
leaves have leaf curl,Cotton Leaf Curl Virus
leaves have leaf curl,Cotton Leaf Curl Virus
leaves have leaf curl,Cotton Leaf Curl Virus
clear signs of leaf curl,Cotton Leaf Curl Virus
symptoms include leaf curl on leaves,Cotton Leaf Curl Virus
plant affected with leaf curl,Cotton Leaf Curl Virus
leaves have distortion,Cotton Leaf Curl Virus
visible distortion on plant leaves,Cotton Leaf Curl Virus
plant leaves show leaf curl,Cotton Leaf Curl Virus
visible distortion on plant leaves,Cotton Leaf Curl Virus
leaves have leaf curl,Cotton Leaf Curl Virus
leaves have distortion,Cotton Leaf Curl Virus
clear signs of leaf curl,Cotton Leaf Curl Virus
visible distortion on plant leaves,Cotton Leaf Curl Virus
plant leaves show distortion,Cotton Leaf Curl Virus
symptoms include leaf curl on leaves,Cotton Leaf Curl Virus
symptoms include leaf curl on leaves,Cotton Leaf Curl Virus
leaves have distortion,Cotton Leaf Curl Virus
plant leaves show leaf curl,Cotton Leaf Curl Virus
symptoms include leaf curl on leaves,Cotton Leaf Curl Virus
leaf showing distortion symptoms,Cotton Leaf Curl Virus
symptoms include distortion on leaves,Cotton Leaf Curl Virus
visible distortion on plant leaves,Cotton Leaf Curl Virus
plant leaves show leaf curl,Cotton Leaf Curl Virus
clear signs of distortion,Cotton Leaf Curl Virus
visible leaf curl on plant leaves,Cotton Leaf Curl Virus
leaves have distortion,Cotton Leaf Curl Virus
plant leaves show leaf curl,Cotton Leaf Curl Virus
clear signs of distortion,Cotton Leaf Curl Virus
plant leaves show leaf curl,Cotton Leaf Curl Virus
